symbol,incomeType,income,asset,time,datetime_utc,info
SOLUSDT,COMMISSION,-0.00311024,USDT,1789865118000,2026-09-20T00:45:18+00:00,93391522
SOLUSDT,COMMISSION,-0.00199944,USDT,1789865118000,2026-09-20T00:45:18+00:00,93391523
SOLUSDT,COMMISSION,-0.00111079,USDT,1789865118000,2026-09-20T00:45:18+00:00,93391524
SOLUSDT,COMMISSION,-0.00155512,USDT,1789865118000,2026-09-20T00:45:18+00:00,93391525
SOLUSDT,COMMISSION,-0.00155512,USDT,1789865120000,2026-09-20T00:45:20+00:00,93391526
SOLUSDT,COMMISSION,-0.00133296,USDT,1789865120000,2026-09-20T00:45:20+00:00,93391527
SOLUSDT,COMMISSION,-0.00111079,USDT,1789865120000,2026-09-20T00:45:20+00:00,93391528
SOLUSDT,COMMISSION,-0.00222159,USDT,1789865123000,2026-09-20T00:45:23+00:00,93391529
SOLUSDT,COMMISSION,-0.00199944,USDT,1789865123000,2026-09-20T00:45:23+00:00,93391530
SOLUSDT,COMMISSION,-0.00133296,USDT,1789865123000,2026-09-20T00:45:23+00:00,93391531
SOLUSDT,COMMISSION,-0.00199944,USDT,1789865123000,2026-09-20T00:45:23+00:00,93391532
SOLUSDT,COMMISSION,-0.00177728,USDT,1789865124000,2026-09-20T00:45:24+00:00,93391533
